Iteration, Cost, Drag, Lift, Volume, Fx, Fy, Fz
32,0.0591319,0.0591319,0.000219273,0.0313169,0.0591319,0.000219273,2.5323e-20
33,0.0588596,0.0588596,0.000266932,0.0313169,0.0588596,0.000266932,6.11956e-21
34,0.0586072,0.0586072,0.000315562,0.0313169,0.0586072,0.000315562,2.16902e-20
35,0.058373,0.058373,0.000364945,0.0313169,0.058373,0.000364945,3.92596e-20
36,0.0581558,0.0581558,0.000414995,0.0313169,0.0581558,0.000414995,1.66084e-20
37,0.0579542,0.0579542,0.00046539,0.0313169,0.0579542,0.00046539,-3.75742e-20
38,0.0577671,0.0577671,0.00051562,0.0313169,0.0577671,0.00051562,-5.46926e-20
39,0.057593,0.057593,0.000565233,0.0313169,0.057593,0.000565233,9.45345e-21
40,0.0574307,0.0574307,0.000613656,0.0313169,0.0574307,0.000613656,4.37558e-20
41,0.0572789,0.0572789,0.000660405,0.0313169,0.0572789,0.000660405,-3.21397e-21
42,0.0571367,0.0571367,0.000705223,0.0313169,0.0571367,0.000705223,1.66461e-20
43,0.057003,0.057003,0.000747709,0.0313169,0.057003,0.000747709,-2.11048e-20
44,0.0568771,0.0568771,0.000787495,0.0313169,0.0568771,0.000787495,-1.22452e-20
45,0.0567582,0.0567582,0.000824283,0.0313169,0.0567582,0.000824283,1.00451e-20
46,0.0566454,0.0566454,0.000857681,0.0313169,0.0566454,0.000857681,-1.53449e-21
47,0.0565376,0.0565376,0.000886562,0.0313169,0.0565376,0.000886562,1.40974e-20
48,0.0564344,0.0564344,0.00091113,0.0313169,0.0564344,0.00091113,-1.60317e-20
49,0.0563354,0.0563354,0.000931497,0.0313169,0.0563354,0.000931497,-3.54575e-20
50,0.05624,0.05624,0.000947986,0.0313169,0.05624,0.000947986,-9.22086e-21
51,0.0561477,0.0561477,0.000960955,0.0313169,0.0561477,0.000960955,-4.36852e-20
52,0.056058,0.056058,0.000971219,0.0313169,0.056058,0.000971219,5.42523e-21
53,0.0559704,0.0559704,0.000979613,0.0313169,0.0559704,0.000979613,-6.52538e-21
54,0.0558845,0.0558845,0.000986261,0.0313169,0.0558845,0.000986261,-2.62876e-20
55,0.0558001,0.0558001,0.000991205,0.0313169,0.0558001,0.000991205,-3.43363e-20
56,0.055717,0.055717,0.000994311,0.0313169,0.055717,0.000994311,1.34825e-20
57,0.0556346,0.0556346,0.000995424,0.0313169,0.0556346,0.000995424,-2.48219e-20
58,0.0555526,0.0555526,0.000994435,0.0313169,0.0555526,0.000994435,1.15496e-20
59,0.0554708,0.0554708,0.000991373,0.0313169,0.0554708,0.000991373,-7.09757e-21
60,0.055389,0.055389,0.000986368,0.0313169,0.055389,0.000986368,-2.5612e-20
61,0.055307,0.055307,0.000979554,0.0313169,0.055307,0.000979554,-2.20823e-20
62,0.0552249,0.0552249,0.00097107,0.0313169,0.0552249,0.00097107,1.3395e-20
63,0.0551423,0.0551423,0.000961052,0.0313169,0.0551423,0.000961052,-5.91195e-21
64,0.0550593,0.0550593,0.00094972,0.0313169,0.0550593,0.00094972,-2.08196e-21
65,0.0549759,0.0549759,0.000937257,0.0313169,0.0549759,0.000937257,-8.64333e-21
66,0.0548921,0.0548921,0.000923852,0.0313169,0.0548921,0.000923852,2.02695e-21
67,0.0548078,0.0548078,0.00090959,0.0313169,0.0548078,0.00090959,-7.53184e-21
68,0.0547231,0.0547231,0.00089459,0.0313169,0.0547231,0.00089459,-8.04265e-21
69,0.054638,0.054638,0.000878914,0.0313169,0.054638,0.000878914,-1.75991e-20
70,0.0545527,0.0545527,0.000862776,0.0313169,0.0545527,0.000862776,-7.5224e-21
71,0.0544674,0.0544674,0.000846329,0.0313169,0.0544674,0.000846329,2.91887e-21
72,0.0543823,0.0543823,0.000829672,0.0313169,0.0543823,0.000829672,-2.87324e-20
73,0.0542974,0.0542974,0.000812923,0.0313169,0.0542974,0.000812923,-3.19335e-21
74,0.0542127,0.0542127,0.000795943,0.0313169,0.0542127,0.000795943,-1.43076e-20
75,0.0541282,0.0541282,0.000778628,0.0313169,0.0541282,0.000778628,-1.74319e-20
76,0.0540437,0.0540437,0.000760908,0.0313169,0.0540437,0.000760908,3.18055e-20
77,0.0539592,0.0539592,0.000742829,0.0313169,0.0539592,0.000742829,-2.92338e-20
78,0.0538747,0.0538747,0.000724573,0.0313169,0.0538747,0.000724573,6.99937e-21
79,0.0537903,0.0537903,0.000706311,0.0313169,0.0537903,0.000706311,-5.33388e-20
80,0.053706,0.053706,0.00068817,0.0313169,0.053706,0.00068817,3.14281e-20
81,0.0536219,0.0536219,0.000670187,0.0313169,0.0536219,0.000670187,-2.56587e-20
82,0.0535379,0.0535379,0.00065237,0.0313169,0.0535379,0.00065237,3.01612e-21
83,0.0534542,0.0534542,0.000634698,0.0313169,0.0534542,0.000634698,-5.46036e-21
84,0.0533708,0.0533708,0.000617138,0.0313169,0.0533708,0.000617138,1.10579e-20
85,0.0532875,0.0532875,0.000599671,0.0313169,0.0532875,0.000599671,1.84284e-20
86,0.0532045,0.0532045,0.000582289,0.0313169,0.0532045,0.000582289,1.39987e-20
87,0.0531218,0.0531218,0.000565012,0.0313169,0.0531218,0.000565012,-2.25818e-20
88,0.0530393,0.0530393,0.000547897,0.0313169,0.0530393,0.000547897,8.31288e-21
89,0.052957,0.052957,0.000531008,0.0313169,0.052957,0.000531008,1.69278e-20
90,0.052875,0.052875,0.000514418,0.0313169,0.052875,0.000514418,-5.70061e-21
91,0.0527934,0.0527934,0.000498184,0.0313169,0.0527934,0.000498184,-5.29348e-21
92,0.0527121,0.0527121,0.000482368,0.0313169,0.0527121,0.000482368,-3.45208e-20
93,0.0526312,0.0526312,0.000466984,0.0313169,0.0526312,0.000466984,-9.1403e-21
94,0.0525509,0.0525509,0.000452208,0.0313169,0.0525509,0.000452208,5.60766e-21
95,0.0524714,0.0524714,0.000438065,0.0313169,0.0524714,0.000438065,3.10968e-20
96,0.0523928,0.0523928,0.000424714,0.0313169,0.0523928,0.000424714,1.28884e-20
97,0.0523152,0.0523152,0.000412034,0.0313169,0.0523152,0.000412034,-5.7975e-21
98,0.0522384,0.0522384,0.000399797,0.0313169,0.0522384,0.000399797,-1.86298e-20
99,0.0521623,0.0521623,0.000387777,0.0313169,0.0521623,0.000387777,3.97599e-20
100,0.0520869,0.0520869,0.000375855,0.0313169,0.0520869,0.000375855,-1.97411e-20
101,0.052012,0.052012,0.000364099,0.0313169,0.052012,0.000364099,1.29461e-20
102,0.0519377,0.0519377,0.000352568,0.0313169,0.0519377,0.000352568,-1.08678e-20
103,0.051864,0.051864,0.000341293,0.0313169,0.051864,0.000341293,1.92909e-20
104,0.0517908,0.0517908,0.000330267,0.0313169,0.0517908,0.000330267,-2.59574e-20
105,0.0517181,0.0517181,0.000319468,0.0313169,0.0517181,0.000319468,-2.04323e-20
106,0.0516459,0.0516459,0.000308882,0.0313169,0.0516459,0.000308882,-5.4246e-21
107,0.0515743,0.0515743,0.000298514,0.0313169,0.0515743,0.000298514,-3.88468e-21
108,0.0515031,0.0515031,0.000288373,0.0313169,0.0515031,0.000288373,6.78445e-21
109,0.0514325,0.0514325,0.000278488,0.0313169,0.0514325,0.000278488,-3.38126e-20
110,0.0513624,0.0513624,0.000268874,0.0313169,0.0513624,0.000268874,1.1034e-20
111,0.0512929,0.0512929,0.00025956,0.0313169,0.0512929,0.00025956,-1.19481e-20
112,0.0512238,0.0512238,0.000250556,0.0313169,0.0512238,0.000250556,-2.00298e-20
113,0.0511553,0.0511553,0.000241886,0.0313169,0.0511553,0.000241886,2.53933e-20
114,0.0510874,0.0510874,0.000233552,0.0313169,0.0510874,0.000233552,-9.89846e-21
115,0.05102,0.05102,0.000225545,0.0313169,0.05102,0.000225545,-5.36099e-21
116,0.0509532,0.0509532,0.000217856,0.0313169,0.0509532,0.000217856,2.62655e-20
117,0.050887,0.050887,0.000210482,0.0313169,0.050887,0.000210482,3.84394e-20
118,0.0508214,0.0508214,0.000203414,0.0313169,0.0508214,0.000203414,8.44932e-21
119,0.0507564,0.0507564,0.000196638,0.0313169,0.0507564,0.000196638,-3.30306e-20
120,0.0506919,0.0506919,0.000190138,0.0313169,0.0506919,0.000190138,-9.30819e-21
121,0.0506281,0.0506281,0.0001839,0.0313169,0.0506281,0.0001839,-1.4614e-20
122,0.0505648,0.0505648,0.000177895,0.0313169,0.0505648,0.000177895,2.03883e-21
123,0.0505022,0.0505022,0.000172108,0.0313169,0.0505022,0.000172108,1.49891e-20
124,0.0504401,0.0504401,0.000166519,0.0313169,0.0504401,0.000166519,-1.22163e-20
125,0.0503787,0.0503787,0.000161197,0.0313169,0.0503787,0.000161197,-9.41256e-21
126,0.0503181,0.0503181,0.000156158,0.0313169,0.0503181,0.000156158,2.39805e-20
127,0.0502584,0.0502584,0.000151535,0.0313169,0.0502584,0.000151535,1.36368e-20
128,0.0501997,0.0501997,0.000147211,0.0313169,0.0501997,0.000147211,2.29357e-20
129,0.0501418,0.0501418,0.000143006,0.0313169,0.0501418,0.000143006,-1.15003e-20
130,0.0500845,0.0500845,0.000138726,0.0313169,0.0500845,0.000138726,-5.05244e-20
131,0.0500278,0.0500278,0.000134324,0.0313169,0.0500278,0.000134324,-1.33606e-20
132,0.0499717,0.0499717,0.000129915,0.0313169,0.0499717,0.000129915,2.4108e-20
133,0.0499162,0.0499162,0.000125621,0.0313169,0.0499162,0.000125621,-2.63952e-20
134,0.0498611,0.0498611,0.000121471,0.0313169,0.0498611,0.000121471,-3.07405e-21
135,0.0498066,0.0498066,0.000117456,0.0313169,0.0498066,0.000117456,-2.07336e-20
136,0.0497527,0.0497527,0.00011352,0.0313169,0.0497527,0.00011352,-2.06805e-20
137,0.0496992,0.0496992,0.000109672,0.0313169,0.0496992,0.000109672,-5.40191e-21
138,0.0496463,0.0496463,0.000105935,0.0313169,0.0496463,0.000105935,1.39937e-20
139,0.049594,0.049594,0.00010233,0.0313169,0.049594,0.00010233,-1.67593e-20
140,0.0495422,0.0495422,9.8851e-05,0.0313169,0.0495422,9.8851e-05,9.41421e-21
141,0.0494909,0.0494909,9.54931e-05,0.0313169,0.0494909,9.54931e-05,1.58742e-20
142,0.0494402,0.0494402,9.2247e-05,0.0313169,0.0494402,9.2247e-05,1.01596e-20
143,0.0493901,0.0493901,8.91197e-05,0.0313169,0.0493901,8.91197e-05,3.65872e-21
144,0.0493406,0.0493406,8.61088e-05,0.0313169,0.0493406,8.61088e-05,3.86318e-20
145,0.0492915,0.0492915,8.32105e-05,0.0313169,0.0492915,8.32105e-05,-2.54931e-20
146,0.0492431,0.0492431,8.04176e-05,0.0313169,0.0492431,8.04176e-05,3.63145e-20
147,0.0491952,0.0491952,7.7717e-05,0.0313169,0.0491952,7.7717e-05,1.99463e-20
148,0.0491478,0.0491478,7.51019e-05,0.0313169,0.0491478,7.51019e-05,-6.97432e-22
149,0.049101,0.049101,7.2571e-05,0.0313169,0.049101,7.2571e-05,7.61761e-21
150,0.0490547,0.0490547,7.01239e-05,0.0313169,0.0490547,7.01239e-05,2.12471e-20
151,0.049009,0.049009,6.77595e-05,0.0313169,0.049009,6.77595e-05,1.23248e-20
152,0.0489638,0.0489638,6.54706e-05,0.0313169,0.0489638,6.54706e-05,-5.73082e-21
153,0.0489191,0.0489191,6.32515e-05,0.0313169,0.0489191,6.32515e-05,1.36749e-20
154,0.0488749,0.0488749,6.10909e-05,0.0313169,0.0488749,6.10909e-05,6.42433e-21
155,0.0488313,0.0488313,5.89837e-05,0.0313169,0.0488313,5.89837e-05,6.21183e-21
156,0.0487881,0.0487881,5.69193e-05,0.0313169,0.0487881,5.69193e-05,-2.20182e-20
157,0.0487455,0.0487455,5.49009e-05,0.0313169,0.0487455,5.49009e-05,-5.46733e-21
158,0.0487033,0.0487033,5.29227e-05,0.0313169,0.0487033,5.29227e-05,1.90714e-20
159,0.0486616,0.0486616,5.09951e-05,0.0313169,0.0486616,5.09951e-05,-3.40184e-21
160,0.0486203,0.0486203,4.91571e-05,0.0313169,0.0486203,4.91571e-05,1.99778e-20
161,0.0485795,0.0485795,4.74048e-05,0.0313169,0.0485795,4.74048e-05,-1.02474e-20
162,0.0485392,0.0485392,4.57051e-05,0.0313169,0.0485392,4.57051e-05,-2.88438e-20
163,0.0484993,0.0484993,4.40733e-05,0.0313169,0.0484993,4.40733e-05,-4.61417e-20
164,0.0484598,0.0484598,4.24973e-05,0.0313169,0.0484598,4.24973e-05,-3.84621e-20
165,0.0484207,0.0484207,4.0963e-05,0.0313169,0.0484207,4.0963e-05,-1.74254e-21
166,0.0483821,0.0483821,3.94839e-05,0.0313169,0.0483821,3.94839e-05,-8.31394e-21
167,0.0483441,0.0483441,3.80848e-05,0.0313169,0.0483441,3.80848e-05,2.29669e-20
168,0.0483067,0.0483067,3.68327e-05,0.0313169,0.0483067,3.68327e-05,-3.0002e-20
169,0.04827,0.04827,3.57808e-05,0.0313169,0.04827,3.57808e-05,-3.49907e-20
170,0.048234,0.048234,3.48565e-05,0.0313169,0.048234,3.48565e-05,-3.87991e-21
171,0.0481986,0.0481986,3.39137e-05,0.0313169,0.0481986,3.39137e-05,-1.84204e-20
172,0.0481636,0.0481636,3.28335e-05,0.0313169,0.0481636,3.28335e-05,-1.5007e-20
173,0.048129,0.048129,3.1635e-05,0.0313169,0.048129,3.1635e-05,-1.15326e-20
174,0.0480948,0.0480948,3.04243e-05,0.0313169,0.0480948,3.04243e-05,-1.42416e-20
175,0.048061,0.048061,2.92626e-05,0.0313169,0.048061,2.92626e-05,2.47138e-20
176,0.0480276,0.0480276,2.81479e-05,0.0313169,0.0480276,2.81479e-05,5.50685e-21
177,0.0479945,0.0479945,2.70496e-05,0.0313169,0.0479945,2.70496e-05,1.55336e-20
178,0.0479618,0.0479618,2.59644e-05,0.0313169,0.0479618,2.59644e-05,5.84163e-21
179,0.0479295,0.0479295,2.49212e-05,0.0313169,0.0479295,2.49212e-05,-2.04789e-20
180,0.0478975,0.0478975,2.39162e-05,0.0313169,0.0478975,2.39162e-05,3.04968e-20
181,0.0478658,0.0478658,2.2941e-05,0.0313169,0.0478658,2.2941e-05,-1.18326e-21
182,0.0478345,0.0478345,2.19898e-05,0.0313169,0.0478345,2.19898e-05,3.84912e-21
183,0.0478035,0.0478035,2.10547e-05,0.0313169,0.0478035,2.10547e-05,-7.44937e-21
184,0.0477729,0.0477729,2.01467e-05,0.0313169,0.0477729,2.01467e-05,-5.09537e-21
185,0.0477426,0.0477426,1.92736e-05,0.0313169,0.0477426,1.92736e-05,-1.53059e-21
186,0.0477127,0.0477127,1.84258e-05,0.0313169,0.0477127,1.84258e-05,-1.12392e-20
187,0.0476831,0.0476831,1.76032e-05,0.0313169,0.0476831,1.76032e-05,1.06585e-20
188,0.0476537,0.0476537,1.68205e-05,0.0313169,0.0476537,1.68205e-05,7.56265e-22
189,0.0476247,0.0476247,1.60827e-05,0.0313169,0.0476247,1.60827e-05,-1.38889e-21
190,0.0475961,0.0475961,1.53914e-05,0.0313169,0.0475961,1.53914e-05,-6.77245e-21
191,0.0475677,0.0475677,1.47228e-05,0.0313169,0.0475677,1.47228e-05,7.49357e-21
192,0.0475396,0.0475396,1.4049e-05,0.0313169,0.0475396,1.4049e-05,-2.12149e-20
193,0.0475118,0.0475118,1.33747e-05,0.0313169,0.0475118,1.33747e-05,-2.06115e-21
194,0.0474844,0.0474844,1.27007e-05,0.0313169,0.0474844,1.27007e-05,1.00968e-20
195,0.0474571,0.0474571,1.20351e-05,0.0313169,0.0474571,1.20351e-05,-6.51427e-21
196,0.0474302,0.0474302,1.13795e-05,0.0313169,0.0474302,1.13795e-05,3.09011e-20
197,0.0474036,0.0474036,1.07376e-05,0.0313169,0.0474036,1.07376e-05,4.3455e-21
198,0.0473772,0.0473772,1.01148e-05,0.0313169,0.0473772,1.01148e-05,-9.48918e-21
199,0.047351,0.047351,9.51629e-06,0.0313169,0.047351,9.51629e-06,-7.82574e-21
200,0.0473251,0.0473251,8.93423e-06,0.0313169,0.0473251,8.93423e-06,-1.05438e-20
201,0.0472994,0.0472994,8.3529e-06,0.0313169,0.0472994,8.3529e-06,4.15991e-20
202,0.047274,0.047274,7.76889e-06,0.0313169,0.047274,7.76889e-06,-5.94631e-21
203,0.0472488,0.0472488,7.19118e-06,0.0313169,0.0472488,7.19118e-06,-1.01457e-20
204,0.0472239,0.0472239,6.62932e-06,0.0313169,0.0472239,6.62932e-06,-1.89011e-20
205,0.0471991,0.0471991,6.08449e-06,0.0313169,0.0471991,6.08449e-06,2.12657e-20
206,0.0471746,0.0471746,5.54287e-06,0.0313169,0.0471746,5.54287e-06,-8.84154e-21
207,0.0471503,0.0471503,4.99868e-06,0.0313169,0.0471503,4.99868e-06,-1.68459e-20
208,0.0471261,0.0471261,4.45918e-06,0.0313169,0.0471261,4.45918e-06,1.28817e-20
209,0.0471022,0.0471022,3.93741e-06,0.0313169,0.0471022,3.93741e-06,-6.19984e-21
210,0.0470785,0.0470785,3.44366e-06,0.0313169,0.0470785,3.44366e-06,-8.8393e-21
211,0.0470549,0.0470549,2.97229e-06,0.0313169,0.0470549,2.97229e-06,6.45268e-21
212,0.0470315,0.0470315,2.49081e-06,0.0313169,0.0470315,2.49081e-06,9.88595e-21
213,0.0470083,0.0470083,2.00192e-06,0.0313169,0.0470083,2.00192e-06,2.55528e-20
214,0.0469853,0.0469853,1.54129e-06,0.0313169,0.0469853,1.54129e-06,-3.3639e-20
215,0.0469624,0.0469624,1.11895e-06,0.0313169,0.0469624,1.11895e-06,-2.17499e-20
216,0.0469397,0.0469397,7.18002e-07,0.0313169,0.0469397,7.18002e-07,-2.6293e-20
217,0.0469172,0.0469172,3.19677e-07,0.0313169,0.0469172,3.19677e-07,-1.03979e-20
218,0.0468949,0.0468949,-6.68256e-08,0.0313169,0.0468949,-6.68256e-08,-4.8728e-21
219,0.0468727,0.0468727,-4.27592e-07,0.0313169,0.0468727,-4.27592e-07,-3.70018e-20
220,0.0468507,0.0468507,-7.57454e-07,0.0313169,0.0468507,-7.57454e-07,2.37132e-20
221,0.0468288,0.0468288,-1.05443e-06,0.0313169,0.0468288,-1.05443e-06,1.18804e-20
222,0.0468073,0.0468073,-1.31083e-06,0.0313169,0.0468073,-1.31083e-06,1.47291e-20
223,0.0467862,0.0467862,-1.48497e-06,0.0313169,0.0467862,-1.48497e-06,-2.19709e-20
224,0.0467654,0.0467654,-1.55056e-06,0.0313169,0.0467654,-1.55056e-06,1.35067e-20
225,0.0467451,0.0467451,-1.56193e-06,0.0313169,0.0467451,-1.56193e-06,9.07208e-21
226,0.046725,0.046725,-1.61109e-06,0.0313169,0.046725,-1.61109e-06,-5.50226e-20
227,0.0467052,0.0467052,-1.74953e-06,0.0313169,0.0467052,-1.74953e-06,-1.46367e-20
228,0.0466855,0.0466855,-1.94493e-06,0.0313169,0.0466855,-1.94493e-06,-1.68066e-20
229,0.046666,0.046666,-2.14412e-06,0.0313169,0.046666,-2.14412e-06,-3.93401e-20
230,0.0466466,0.0466466,-2.33219e-06,0.0313169,0.0466466,-2.33219e-06,5.12696e-21
231,0.0466274,0.0466274,-2.52644e-06,0.0313169,0.0466274,-2.52644e-06,7.80646e-21
232,0.0466084,0.0466084,-2.74145e-06,0.0313169,0.0466084,-2.74145e-06,-1.93679e-20
233,0.0465894,0.0465894,-2.95883e-06,0.0313169,0.0465894,-2.95883e-06,3.31288e-20
234,0.0465707,0.0465707,-3.16374e-06,0.0313169,0.0465707,-3.16374e-06,-2.57211e-20
235,0.046552,0.046552,-3.35652e-06,0.0313169,0.046552,-3.35652e-06,4.13406e-20
236,0.0465335,0.0465335,-3.54689e-06,0.0313169,0.0465335,-3.54689e-06,-1.80761e-20
237,0.0465152,0.0465152,-3.73883e-06,0.0313169,0.0465152,-3.73883e-06,-4.02134e-20
238,0.0464969,0.0464969,-3.91859e-06,0.0313169,0.0464969,-3.91859e-06,1.0185e-20
239,0.0464788,0.0464788,-4.08902e-06,0.0313169,0.0464788,-4.08902e-06,2.87191e-20
240,0.0464609,0.0464609,-4.2602e-06,0.0313169,0.0464609,-4.2602e-06,-1.45725e-20
241,0.046443,0.046443,-4.42472e-06,0.0313169,0.046443,-4.42472e-06,5.75322e-21
242,0.0464253,0.0464253,-4.58572e-06,0.0313169,0.0464253,-4.58572e-06,-2.43252e-20
243,0.0464078,0.0464078,-4.74331e-06,0.0313169,0.0464078,-4.74331e-06,1.54254e-20
244,0.0463903,0.0463903,-4.90744e-06,0.0313169,0.0463903,-4.90744e-06,-3.08436e-20
245,0.046373,0.046373,-5.06655e-06,0.0313169,0.046373,-5.06655e-06,2.42496e-20
246,0.0463559,0.0463559,-5.21257e-06,0.0313169,0.0463559,-5.21257e-06,-1.29312e-20
247,0.0463388,0.0463388,-5.35403e-06,0.0313169,0.0463388,-5.35403e-06,-1.15524e-21
248,0.0463218,0.0463218,-5.50267e-06,0.0313169,0.0463218,-5.50267e-06,2.96877e-20
249,0.046305,0.046305,-5.65185e-06,0.0313169,0.046305,-5.65185e-06,7.0934e-21
250,0.0462883,0.0462883,-5.79767e-06,0.0313169,0.0462883,-5.79767e-06,-6.41799e-21
251,0.0462717,0.0462717,-5.93841e-06,0.0313169,0.0462717,-5.93841e-06,-1.54548e-20
252,0.0462551,0.0462551,-6.06472e-06,0.0313169,0.0462551,-6.06472e-06,-1.8018e-20
253,0.0462387,0.0462387,-6.17824e-06,0.0313169,0.0462387,-6.17824e-06,1.19899e-20
254,0.0462224,0.0462224,-6.28942e-06,0.0313169,0.0462224,-6.28942e-06,2.56275e-20
255,0.0462062,0.0462062,-6.41052e-06,0.0313169,0.0462062,-6.41052e-06,-2.12288e-20
256,0.04619,0.04619,-6.53299e-06,0.0313169,0.04619,-6.53299e-06,1.70874e-20
257,0.046174,0.046174,-6.65581e-06,0.0313169,0.046174,-6.65581e-06,-2.48991e-20
258,0.046158,0.046158,-6.79374e-06,0.0313169,0.046158,-6.79374e-06,2.28319e-21
259,0.0461422,0.0461422,-6.94423e-06,0.0313169,0.0461422,-6.94423e-06,5.44247e-22
260,0.0461264,0.0461264,-7.08216e-06,0.0313169,0.0461264,-7.08216e-06,9.09622e-21
261,0.0461107,0.0461107,-7.22189e-06,0.0313169,0.0461107,-7.22189e-06,-4.76921e-22
262,0.046095,0.046095,-7.37584e-06,0.0313169,0.046095,-7.37584e-06,-3.56718e-21
263,0.0460795,0.0460795,-7.54203e-06,0.0313169,0.0460795,-7.54203e-06,1.75005e-20
264,0.046064,0.046064,-7.70581e-06,0.0313169,0.046064,-7.70581e-06,4.76169e-20
265,0.0460486,0.0460486,-7.85672e-06,0.0313169,0.0460486,-7.85672e-06,-2.19918e-20
266,0.0460333,0.0460333,-7.99071e-06,0.0313169,0.0460333,-7.99071e-06,2.58894e-21
267,0.046018,0.046018,-8.11835e-06,0.0313169,0.046018,-8.11835e-06,3.25768e-21
268,0.0460028,0.0460028,-8.24602e-06,0.0313169,0.0460028,-8.24602e-06,-1.81485e-20
269,0.0459877,0.0459877,-8.37664e-06,0.0313169,0.0459877,-8.37664e-06,6.70908e-21
270,0.0459727,0.0459727,-8.49933e-06,0.0313169,0.0459727,-8.49933e-06,-4.8184e-20
271,0.0459578,0.0459578,-8.60132e-06,0.0313169,0.0459578,-8.60132e-06,-1.77077e-20
272,0.0459429,0.0459429,-8.68188e-06,0.0313169,0.0459429,-8.68188e-06,2.02205e-20
273,0.0459281,0.0459281,-8.74142e-06,0.0313169,0.0459281,-8.74142e-06,-5.41983e-21
274,0.0459133,0.0459133,-8.79368e-06,0.0313169,0.0459133,-8.79368e-06,2.0123e-20
275,0.0458987,0.0458987,-8.84086e-06,0.0313169,0.0458987,-8.84086e-06,1.6939e-20
276,0.0458841,0.0458841,-8.88674e-06,0.0313169,0.0458841,-8.88674e-06,2.22795e-20
277,0.0458696,0.0458696,-8.94132e-06,0.0313169,0.0458696,-8.94132e-06,-3.05501e-20
278,0.0458552,0.0458552,-9.00192e-06,0.0313169,0.0458552,-9.00192e-06,-3.83108e-20
279,0.0458409,0.0458409,-9.07811e-06,0.0313169,0.0458409,-9.07811e-06,5.64913e-20
280,0.0458266,0.0458266,-9.16604e-06,0.0313169,0.0458266,-9.16604e-06,-9.07869e-21
281,0.0458125,0.0458125,-9.24885e-06,0.0313169,0.0458125,-9.24885e-06,1.92316e-20
282,0.0457984,0.0457984,-9.30849e-06,0.0313169,0.0457984,-9.30849e-06,1.25362e-20
283,0.0457843,0.0457843,-9.3413e-06,0.0313169,0.0457843,-9.3413e-06,1.02704e-20
284,0.0457704,0.0457704,-9.35487e-06,0.0313169,0.0457704,-9.35487e-06,-1.41743e-21
