Iteration, Cost, Drag, Lift, Volume, Fx, Fy, Fz
578,3.37688e-07,3.37688e-07,-1.4003e-11,0.0313177,3.37688e-07,-1.4003e-11,-2.8217e-25
579,3.37155e-07,3.37155e-07,-1.40133e-11,0.0313177,3.37155e-07,-1.40133e-11,-1.18213e-26
580,3.36624e-07,3.36624e-07,-1.40059e-11,0.0313177,3.36624e-07,-1.40059e-11,7.01286e-27
581,3.36094e-07,3.36094e-07,-1.39768e-11,0.0313177,3.36094e-07,-1.39768e-11,-1.69604e-25
582,3.35566e-07,3.35566e-07,-1.40049e-11,0.0313177,3.35566e-07,-1.40049e-11,2.074e-26
583,3.35039e-07,3.35039e-07,-1.4037e-11,0.0313177,3.35039e-07,-1.4037e-11,2.12523e-25
584,3.34515e-07,3.34515e-07,-1.40371e-11,0.0313177,3.34515e-07,-1.40371e-11,2.28404e-25
585,3.33992e-07,3.33992e-07,-1.40232e-11,0.0313177,3.33992e-07,-1.40232e-11,-1.41046e-25
586,3.3347e-07,3.3347e-07,-1.4105e-11,0.0313177,3.3347e-07,-1.4105e-11,2.33176e-26
587,3.3295e-07,3.3295e-07,-1.41809e-11,0.0313177,3.3295e-07,-1.41809e-11,-5.04038e-26
588,3.32432e-07,3.32432e-07,-1.42e-11,0.0313177,3.32432e-07,-1.42e-11,2.34708e-26
589,3.31915e-07,3.31915e-07,-1.42002e-11,0.0313177,3.31915e-07,-1.42002e-11,1.44546e-25
590,3.314e-07,3.314e-07,-1.41867e-11,0.0313177,3.314e-07,-1.41867e-11,-2.50541e-26
591,3.30886e-07,3.30886e-07,-1.42339e-11,0.0313177,3.30886e-07,-1.42339e-11,9.81639e-26
592,3.30374e-07,3.30374e-07,-1.42268e-11,0.0313177,3.30374e-07,-1.42268e-11,1.98623e-25
593,3.29863e-07,3.29863e-07,-1.42288e-11,0.0313177,3.29863e-07,-1.42288e-11,1.46922e-25
594,3.29354e-07,3.29354e-07,-1.42222e-11,0.0313177,3.29354e-07,-1.42222e-11,-1.18429e-25
595,3.28847e-07,3.28847e-07,-1.42142e-11,0.0313177,3.28847e-07,-1.42142e-11,1.76489e-25
596,3.28341e-07,3.28341e-07,-1.42019e-11,0.0313177,3.28341e-07,-1.42019e-11,2.18889e-27
597,3.27836e-07,3.27836e-07,-1.42616e-11,0.0313177,3.27836e-07,-1.42616e-11,-5.71557e-26
598,3.27333e-07,3.27333e-07,-1.42744e-11,0.0313177,3.27333e-07,-1.42744e-11,7.69829e-26
599,3.26832e-07,3.26832e-07,-1.43035e-11,0.0313177,3.26832e-07,-1.43035e-11,-3.64685e-25
600,3.26332e-07,3.26332e-07,-1.42975e-11,0.0313177,3.26332e-07,-1.42975e-11,-1.51868e-25
601,3.25834e-07,3.25834e-07,-1.43153e-11,0.0313177,3.25834e-07,-1.43153e-11,-1.21775e-26
602,3.25337e-07,3.25337e-07,-1.43088e-11,0.0313177,3.25337e-07,-1.43088e-11,-1.34704e-26
603,3.24841e-07,3.24841e-07,-1.4294e-11,0.0313177,3.24841e-07,-1.4294e-11,1.37667e-26
604,3.24347e-07,3.24347e-07,-1.42892e-11,0.0313177,3.24347e-07,-1.42892e-11,3.80997e-26
605,3.23855e-07,3.23855e-07,-1.43612e-11,0.0313177,3.23855e-07,-1.43612e-11,6.73693e-26
606,3.23364e-07,3.23364e-07,-1.44663e-11,0.0313177,3.23364e-07,-1.44663e-11,-7.72832e-27
607,3.22875e-07,3.22875e-07,-1.45284e-11,0.0313177,3.22875e-07,-1.45284e-11,-5.01689e-26
608,3.22386e-07,3.22386e-07,-1.45031e-11,0.0313177,3.22386e-07,-1.45031e-11,5.23016e-26
609,3.219e-07,3.219e-07,-1.44728e-11,0.0313177,3.219e-07,-1.44728e-11,-2.20989e-26
610,3.21415e-07,3.21415e-07,-1.44996e-11,0.0313177,3.21415e-07,-1.44996e-11,4.66931e-26
611,3.20931e-07,3.20931e-07,-1.44979e-11,0.0313177,3.20931e-07,-1.44979e-11,-5.62606e-26
612,3.20448e-07,3.20448e-07,-1.4504e-11,0.0313177,3.20448e-07,-1.4504e-11,1.2778e-25
613,3.19967e-07,3.19967e-07,-1.46276e-11,0.0313177,3.19967e-07,-1.46276e-11,1.57781e-25
614,3.19488e-07,3.19488e-07,-1.46399e-11,0.0313177,3.19488e-07,-1.46399e-11,1.55035e-25
615,3.1901e-07,3.1901e-07,-1.4677e-11,0.0313177,3.1901e-07,-1.4677e-11,6.89871e-26
616,3.18533e-07,3.18533e-07,-1.46787e-11,0.0313177,3.18533e-07,-1.46787e-11,2.75604e-25
617,3.18057e-07,3.18057e-07,-1.47192e-11,0.0313177,3.18057e-07,-1.47192e-11,-4.28096e-26
618,3.17583e-07,3.17583e-07,-1.47513e-11,0.0313177,3.17583e-07,-1.47513e-11,-3.14291e-25
619,3.17111e-07,3.17111e-07,-1.47754e-11,0.0313177,3.17111e-07,-1.47754e-11,1.9453e-26
620,3.1664e-07,3.1664e-07,-1.48035e-11,0.0313177,3.1664e-07,-1.48035e-11,1.55975e-25
621,3.1617e-07,3.1617e-07,-1.48013e-11,0.0313177,3.1617e-07,-1.48013e-11,-4.35787e-26
622,3.15701e-07,3.15701e-07,-1.47731e-11,0.0313177,3.15701e-07,-1.47731e-11,2.14582e-25
623,3.15234e-07,3.15234e-07,-1.47542e-11,0.0313177,3.15234e-07,-1.47542e-11,-8.05947e-26
624,3.14768e-07,3.14768e-07,-1.48383e-11,0.0313177,3.14768e-07,-1.48383e-11,1.63006e-25
625,3.14303e-07,3.14303e-07,-1.48541e-11,0.0313177,3.14303e-07,-1.48541e-11,-5.77163e-26
626,3.1384e-07,3.1384e-07,-1.49016e-11,0.0313177,3.1384e-07,-1.49016e-11,3.89937e-26
627,3.13378e-07,3.13378e-07,-1.49397e-11,0.0313177,3.13378e-07,-1.49397e-11,-1.07712e-25
628,3.12918e-07,3.12918e-07,-1.49991e-11,0.0313177,3.12918e-07,-1.49991e-11,-1.51602e-25
629,3.12458e-07,3.12458e-07,-1.50089e-11,0.0313177,3.12458e-07,-1.50089e-11,-1.46422e-25
630,3.12001e-07,3.12001e-07,-1.49584e-11,0.0313177,3.12001e-07,-1.49584e-11,1.13354e-25
631,3.11544e-07,3.11544e-07,-1.49103e-11,0.0313177,3.11544e-07,-1.49103e-11,9.57241e-26
632,3.11089e-07,3.11089e-07,-1.48678e-11,0.0313177,3.11089e-07,-1.48678e-11,-1.93332e-25
633,3.10635e-07,3.10635e-07,-1.48763e-11,0.0313177,3.10635e-07,-1.48763e-11,2.12012e-25
634,3.10182e-07,3.10182e-07,-1.48513e-11,0.0313177,3.10182e-07,-1.48513e-11,1.06718e-25
635,3.09731e-07,3.09731e-07,-1.48508e-11,0.0313177,3.09731e-07,-1.48508e-11,-3.53529e-26
636,3.0928e-07,3.0928e-07,-1.48299e-11,0.0313177,3.0928e-07,-1.48299e-11,1.43518e-25
637,3.08831e-07,3.08831e-07,-1.47906e-11,0.0313177,3.08831e-07,-1.47906e-11,8.48683e-26
638,3.08384e-07,3.08384e-07,-1.47178e-11,0.0313177,3.08384e-07,-1.47178e-11,4.98247e-26
639,3.07937e-07,3.07937e-07,-1.47236e-11,0.0313177,3.07937e-07,-1.47236e-11,4.0248e-26
640,3.07492e-07,3.07492e-07,-1.48079e-11,0.0313177,3.07492e-07,-1.48079e-11,1.23516e-25
641,3.07048e-07,3.07048e-07,-1.48802e-11,0.0313178,3.07048e-07,-1.48802e-11,4.07177e-27
642,3.06606e-07,3.06606e-07,-1.4934e-11,0.0313178,3.06606e-07,-1.4934e-11,-6.42415e-27
643,3.06165e-07,3.06165e-07,-1.50146e-11,0.0313178,3.06165e-07,-1.50146e-11,1.3802e-25
644,3.05725e-07,3.05725e-07,-1.50075e-11,0.0313178,3.05725e-07,-1.50075e-11,-2.45294e-27
645,3.05286e-07,3.05286e-07,-1.49753e-11,0.0313178,3.05286e-07,-1.49753e-11,8.2313e-27
646,3.04848e-07,3.04848e-07,-1.50063e-11,0.0313178,3.04848e-07,-1.50063e-11,-4.30035e-26
647,3.04412e-07,3.04412e-07,-1.50044e-11,0.0313178,3.04412e-07,-1.50044e-11,7.7017e-26
648,3.03976e-07,3.03976e-07,-1.49582e-11,0.0313178,3.03976e-07,-1.49582e-11,2.06871e-25
649,3.03542e-07,3.03542e-07,-1.49187e-11,0.0313178,3.03542e-07,-1.49187e-11,4.34286e-26
650,3.03109e-07,3.03109e-07,-1.48808e-11,0.0313178,3.03109e-07,-1.48808e-11,-9.19379e-26
651,3.02678e-07,3.02678e-07,-1.48578e-11,0.0313178,3.02678e-07,-1.48578e-11,-2.61476e-25
652,3.02247e-07,3.02247e-07,-1.48253e-11,0.0313178,3.02247e-07,-1.48253e-11,-3.19975e-25
653,3.01818e-07,3.01818e-07,-1.48124e-11,0.0313178,3.01818e-07,-1.48124e-11,-1.60727e-25
654,3.0139e-07,3.0139e-07,-1.4797e-11,0.0313178,3.0139e-07,-1.4797e-11,-1.48105e-25
655,3.00963e-07,3.00963e-07,-1.4838e-11,0.0313178,3.00963e-07,-1.4838e-11,-6.5649e-26
656,3.00537e-07,3.00537e-07,-1.48542e-11,0.0313178,3.00537e-07,-1.48542e-11,8.95632e-26
657,3.00112e-07,3.00112e-07,-1.48401e-11,0.0313178,3.00112e-07,-1.48401e-11,1.67101e-25
658,2.99689e-07,2.99689e-07,-1.48762e-11,0.0313178,2.99689e-07,-1.48762e-11,-3.21454e-25
659,2.99267e-07,2.99267e-07,-1.4896e-11,0.0313178,2.99267e-07,-1.4896e-11,3.65047e-26
660,2.98846e-07,2.98846e-07,-1.49026e-11,0.0313178,2.98846e-07,-1.49026e-11,-5.21658e-26
661,2.98426e-07,2.98426e-07,-1.49785e-11,0.0313178,2.98426e-07,-1.49785e-11,-2.23961e-25
662,2.98007e-07,2.98007e-07,-1.50107e-11,0.0313178,2.98007e-07,-1.50107e-11,-4.51002e-26
663,2.9759e-07,2.9759e-07,-1.49868e-11,0.0313178,2.9759e-07,-1.49868e-11,2.81316e-25
664,2.97173e-07,2.97173e-07,-1.49431e-11,0.0313178,2.97173e-07,-1.49431e-11,-2.42533e-26
665,2.96758e-07,2.96758e-07,-1.49219e-11,0.0313178,2.96758e-07,-1.49219e-11,-1.61503e-25
666,2.96344e-07,2.96344e-07,-1.48733e-11,0.0313178,2.96344e-07,-1.48733e-11,1.09667e-25
667,2.95931e-07,2.95931e-07,-1.48502e-11,0.0313178,2.95931e-07,-1.48502e-11,-1.83386e-25
668,2.95518e-07,2.95518e-07,-1.4839e-11,0.0313178,2.95518e-07,-1.4839e-11,-7.65283e-26
669,2.95108e-07,2.95108e-07,-1.48145e-11,0.0313178,2.95108e-07,-1.48145e-11,8.27624e-26
670,2.94698e-07,2.94698e-07,-1.47998e-11,0.0313178,2.94698e-07,-1.47998e-11,-1.56614e-25
671,2.94289e-07,2.94289e-07,-1.48113e-11,0.0313178,2.94289e-07,-1.48113e-11,-3.62386e-26
672,2.93881e-07,2.93881e-07,-1.47948e-11,0.0313178,2.93881e-07,-1.47948e-11,-7.21383e-27
673,2.93475e-07,2.93475e-07,-1.48303e-11,0.0313178,2.93475e-07,-1.48303e-11,1.40534e-25
674,2.9307e-07,2.9307e-07,-1.4835e-11,0.0313178,2.9307e-07,-1.4835e-11,1.90199e-25
675,2.92665e-07,2.92665e-07,-1.48744e-11,0.0313178,2.92665e-07,-1.48744e-11,3.02647e-25
676,2.92262e-07,2.92262e-07,-1.49093e-11,0.0313178,2.92262e-07,-1.49093e-11,-1.90627e-25
677,2.9186e-07,2.9186e-07,-1.48981e-11,0.0313178,2.9186e-07,-1.48981e-11,-2.41036e-25
678,2.91459e-07,2.91459e-07,-1.49382e-11,0.0313178,2.91459e-07,-1.49382e-11,-9.14656e-26
679,2.91059e-07,2.91059e-07,-1.50303e-11,0.0313178,2.91059e-07,-1.50303e-11,-1.94895e-25
680,2.9066e-07,2.9066e-07,-1.50645e-11,0.0313178,2.9066e-07,-1.50645e-11,1.96843e-25
681,2.90262e-07,2.90262e-07,-1.50537e-11,0.0313178,2.90262e-07,-1.50537e-11,1.54758e-25
682,2.89866e-07,2.89866e-07,-1.50844e-11,0.0313178,2.89866e-07,-1.50844e-11,2.47387e-25
683,2.8947e-07,2.8947e-07,-1.50944e-11,0.0313178,2.8947e-07,-1.50944e-11,1.15128e-25
684,2.89075e-07,2.89075e-07,-1.50905e-11,0.0313178,2.89075e-07,-1.50905e-11,-1.16291e-25
685,2.88681e-07,2.88681e-07,-1.50724e-11,0.0313178,2.88681e-07,-1.50724e-11,-1.25126e-25
686,2.88289e-07,2.88289e-07,-1.5031e-11,0.0313178,2.88289e-07,-1.5031e-11,1.60639e-25
687,2.87897e-07,2.87897e-07,-1.50414e-11,0.0313178,2.87897e-07,-1.50414e-11,-1.67547e-26
688,2.87507e-07,2.87507e-07,-1.5076e-11,0.0313178,2.87507e-07,-1.5076e-11,-6.59714e-26
689,2.87117e-07,2.87117e-07,-1.51013e-11,0.0313178,2.87117e-07,-1.51013e-11,9.37747e-26
690,2.86729e-07,2.86729e-07,-1.51311e-11,0.0313178,2.86729e-07,-1.51311e-11,1.04108e-25
691,2.86341e-07,2.86341e-07,-1.51052e-11,0.0313178,2.86341e-07,-1.51052e-11,-6.64798e-26
692,2.85955e-07,2.85955e-07,-1.50383e-11,0.0313178,2.85955e-07,-1.50383e-11,-4.69481e-26
693,2.85569e-07,2.85569e-07,-1.49844e-11,0.0313178,2.85569e-07,-1.49844e-11,1.5703e-26
694,2.85185e-07,2.85185e-07,-1.49343e-11,0.0313178,2.85185e-07,-1.49343e-11,-6.62368e-26
695,2.84801e-07,2.84801e-07,-1.49344e-11,0.0313178,2.84801e-07,-1.49344e-11,-4.44625e-26
696,2.84419e-07,2.84419e-07,-1.49384e-11,0.0313178,2.84419e-07,-1.49384e-11,1.12237e-25
697,2.84037e-07,2.84037e-07,-1.49317e-11,0.0313178,2.84037e-07,-1.49317e-11,1.15407e-25
698,2.83657e-07,2.83657e-07,-1.49014e-11,0.0313178,2.83657e-07,-1.49014e-11,-4.5338e-27
699,2.83277e-07,2.83277e-07,-1.4861e-11,0.0313178,2.83277e-07,-1.4861e-11,-7.36344e-26
700,2.82899e-07,2.82899e-07,-1.48282e-11,0.0313178,2.82899e-07,-1.48282e-11,1.77912e-25
701,2.82521e-07,2.82521e-07,-1.48218e-11,0.0313178,2.82521e-07,-1.48218e-11,2.867e-26
702,2.82145e-07,2.82145e-07,-1.48218e-11,0.0313178,2.82145e-07,-1.48218e-11,1.99173e-25
703,2.81769e-07,2.81769e-07,-1.48701e-11,0.0313178,2.81769e-07,-1.48701e-11,-2.31997e-25
704,2.81394e-07,2.81394e-07,-1.49245e-11,0.0313178,2.81394e-07,-1.49245e-11,1.50152e-25
705,2.81021e-07,2.81021e-07,-1.49276e-11,0.0313178,2.81021e-07,-1.49276e-11,7.38073e-26
706,2.80648e-07,2.80648e-07,-1.49108e-11,0.0313178,2.80648e-07,-1.49108e-11,2.24423e-25
707,2.80276e-07,2.80276e-07,-1.49477e-11,0.0313178,2.80276e-07,-1.49477e-11,1.0261e-25
708,2.79906e-07,2.79906e-07,-1.49665e-11,0.0313178,2.79906e-07,-1.49665e-11,-1.71654e-25
709,2.79536e-07,2.79536e-07,-1.49686e-11,0.0313178,2.79536e-07,-1.49686e-11,2.4823e-25
710,2.79167e-07,2.79167e-07,-1.49451e-11,0.0313178,2.79167e-07,-1.49451e-11,-2.53416e-25
711,2.78799e-07,2.78799e-07,-1.49369e-11,0.0313178,2.78799e-07,-1.49369e-11,1.02366e-25
712,2.78432e-07,2.78432e-07,-1.49211e-11,0.0313178,2.78432e-07,-1.49211e-11,3.80667e-26
713,2.78066e-07,2.78066e-07,-1.4909e-11,0.0313178,2.78066e-07,-1.4909e-11,6.56999e-26
714,2.77701e-07,2.77701e-07,-1.48777e-11,0.0313178,2.77701e-07,-1.48777e-11,1.77493e-25
715,2.77337e-07,2.77337e-07,-1.48315e-11,0.0313178,2.77337e-07,-1.48315e-11,-6.23287e-26
716,2.76973e-07,2.76973e-07,-1.48071e-11,0.0313178,2.76973e-07,-1.48071e-11,-1.33614e-25
717,2.76611e-07,2.76611e-07,-1.4772e-11,0.0313178,2.76611e-07,-1.4772e-11,-1.59746e-25
718,2.7625e-07,2.7625e-07,-1.4805e-11,0.0313178,2.7625e-07,-1.4805e-11,6.26893e-26
719,2.75889e-07,2.75889e-07,-1.48544e-11,0.0313178,2.75889e-07,-1.48544e-11,9.41865e-26
720,2.7553e-07,2.7553e-07,-1.49538e-11,0.0313178,2.7553e-07,-1.49538e-11,-4.38076e-26
721,2.75171e-07,2.75171e-07,-1.50058e-11,0.0313178,2.75171e-07,-1.50058e-11,-1.59393e-25
722,2.74813e-07,2.74813e-07,-1.49952e-11,0.0313178,2.74813e-07,-1.49952e-11,-5.06648e-26
723,2.74456e-07,2.74456e-07,-1.49753e-11,0.0313178,2.74456e-07,-1.49753e-11,-6.77865e-26
724,2.741e-07,2.741e-07,-1.49357e-11,0.0313178,2.741e-07,-1.49357e-11,-1.02953e-25
725,2.73745e-07,2.73745e-07,-1.49251e-11,0.0313178,2.73745e-07,-1.49251e-11,2.39568e-25
726,2.73391e-07,2.73391e-07,-1.49565e-11,0.0313178,2.73391e-07,-1.49565e-11,-2.54588e-26
727,2.73038e-07,2.73038e-07,-1.50118e-11,0.0313178,2.73038e-07,-1.50118e-11,8.62389e-26
728,2.72685e-07,2.72685e-07,-1.50271e-11,0.0313178,2.72685e-07,-1.50271e-11,-4.4483e-27
729,2.72333e-07,2.72333e-07,-1.50677e-11,0.0313178,2.72333e-07,-1.50677e-11,-4.33411e-26
730,2.71983e-07,2.71983e-07,-1.50158e-11,0.0313178,2.71983e-07,-1.50158e-11,2.84997e-26
731,2.71633e-07,2.71633e-07,-1.50445e-11,0.0313178,2.71633e-07,-1.50445e-11,5.23732e-26
732,2.71284e-07,2.71284e-07,-1.49994e-11,0.0313178,2.71284e-07,-1.49994e-11,1.30623e-26
733,2.70935e-07,2.70935e-07,-1.49698e-11,0.0313178,2.70935e-07,-1.49698e-11,-2.58941e-26
734,2.70588e-07,2.70588e-07,-1.49572e-11,0.0313178,2.70588e-07,-1.49572e-11,-1.0936e-25
735,2.70241e-07,2.70241e-07,-1.49147e-11,0.0313178,2.70241e-07,-1.49147e-11,8.5979e-26
736,2.69895e-07,2.69895e-07,-1.49246e-11,0.0313178,2.69895e-07,-1.49246e-11,-1.64422e-25
737,2.6955e-07,2.6955e-07,-1.48687e-11,0.0313178,2.6955e-07,-1.48687e-11,-1.99819e-25
738,2.69206e-07,2.69206e-07,-1.47594e-11,0.0313178,2.69206e-07,-1.47594e-11,-1.28754e-25
739,2.68862e-07,2.68862e-07,-1.46751e-11,0.0313178,2.68862e-07,-1.46751e-11,2.57694e-26
740,2.6852e-07,2.6852e-07,-1.46786e-11,0.0313178,2.6852e-07,-1.46786e-11,2.59165e-26
741,2.68178e-07,2.68178e-07,-1.47454e-11,0.0313178,2.68178e-07,-1.47454e-11,-1.04673e-25
742,2.67837e-07,2.67837e-07,-1.4821e-11,0.0313178,2.67837e-07,-1.4821e-11,8.54052e-26
743,2.67497e-07,2.67497e-07,-1.48644e-11,0.0313178,2.67497e-07,-1.48644e-11,-5.56976e-26
744,2.67158e-07,2.67158e-07,-1.48864e-11,0.0313178,2.67158e-07,-1.48864e-11,1.18746e-25
745,2.66819e-07,2.66819e-07,-1.48522e-11,0.0313178,2.66819e-07,-1.48522e-11,-8.226e-26
746,2.66481e-07,2.66481e-07,-1.48024e-11,0.0313178,2.66481e-07,-1.48024e-11,2.89288e-27
747,2.66144e-07,2.66144e-07,-1.48026e-11,0.0313178,2.66144e-07,-1.48026e-11,3.10756e-26
748,2.65808e-07,2.65808e-07,-1.47952e-11,0.0313178,2.65808e-07,-1.47952e-11,4.01739e-25
749,2.65473e-07,2.65473e-07,-1.48557e-11,0.0313178,2.65473e-07,-1.48557e-11,9.34326e-26
750,2.65139e-07,2.65139e-07,-1.49186e-11,0.0313178,2.65139e-07,-1.49186e-11,1.88506e-26
751,2.64805e-07,2.64805e-07,-1.50408e-11,0.0313178,2.64805e-07,-1.50408e-11,3.52124e-25
752,2.64472e-07,2.64472e-07,-1.50773e-11,0.0313178,2.64472e-07,-1.50773e-11,1.22403e-26
753,2.6414e-07,2.6414e-07,-1.50429e-11,0.0313178,2.6414e-07,-1.50429e-11,1.53412e-25
754,2.63809e-07,2.63809e-07,-1.49794e-11,0.0313178,2.63809e-07,-1.49794e-11,-5.73123e-26
755,2.63478e-07,2.63478e-07,-1.49183e-11,0.0313178,2.63478e-07,-1.49183e-11,6.10035e-26
756,2.63149e-07,2.63149e-07,-1.48495e-11,0.0313178,2.63149e-07,-1.48495e-11,1.2435e-25
757,2.6282e-07,2.6282e-07,-1.48022e-11,0.0313178,2.6282e-07,-1.48022e-11,7.35933e-26
758,2.62492e-07,2.62492e-07,-1.47981e-11,0.0313178,2.62492e-07,-1.47981e-11,8.94136e-26
759,2.62165e-07,2.62165e-07,-1.47999e-11,0.0313178,2.62165e-07,-1.47999e-11,-1.82507e-26
760,2.61839e-07,2.61839e-07,-1.48467e-11,0.0313178,2.61839e-07,-1.48467e-11,-2.44367e-25
761,2.61513e-07,2.61513e-07,-1.48902e-11,0.0313178,2.61513e-07,-1.48902e-11,-3.58981e-26
762,2.61188e-07,2.61188e-07,-1.48595e-11,0.0313178,2.61188e-07,-1.48595e-11,6.32399e-26
763,2.60864e-07,2.60864e-07,-1.48308e-11,0.0313178,2.60864e-07,-1.48308e-11,1.23029e-25
764,2.60541e-07,2.60541e-07,-1.48492e-11,0.0313178,2.60541e-07,-1.48492e-11,-1.33492e-25
765,2.60218e-07,2.60218e-07,-1.48909e-11,0.0313178,2.60218e-07,-1.48909e-11,1.05571e-26
766,2.59896e-07,2.59896e-07,-1.48619e-11,0.0313178,2.59896e-07,-1.48619e-11,3.45012e-27
767,2.59575e-07,2.59575e-07,-1.47648e-11,0.0313178,2.59575e-07,-1.47648e-11,-3.60237e-26
768,2.59255e-07,2.59255e-07,-1.46875e-11,0.0313178,2.59255e-07,-1.46875e-11,4.61709e-26
769,2.58935e-07,2.58935e-07,-1.46195e-11,0.0313178,2.58935e-07,-1.46195e-11,-4.91979e-26
770,2.58616e-07,2.58616e-07,-1.46068e-11,0.0313178,2.58616e-07,-1.46068e-11,1.70973e-25
771,2.58298e-07,2.58298e-07,-1.46448e-11,0.0313178,2.58298e-07,-1.46448e-11,1.79559e-25
772,2.5798e-07,2.5798e-07,-1.46684e-11,0.0313178,2.5798e-07,-1.46684e-11,-2.36266e-25
773,2.57663e-07,2.57663e-07,-1.46671e-11,0.0313178,2.57663e-07,-1.46671e-11,6.70376e-26
774,2.57347e-07,2.57347e-07,-1.46397e-11,0.0313178,2.57347e-07,-1.46397e-11,-1.43293e-25
775,2.57032e-07,2.57032e-07,-1.46418e-11,0.0313178,2.57032e-07,-1.46418e-11,1.16603e-25
776,2.56717e-07,2.56717e-07,-1.46784e-11,0.0313178,2.56717e-07,-1.46784e-11,1.12565e-25
777,2.56404e-07,2.56404e-07,-1.47757e-11,0.0313178,2.56404e-07,-1.47757e-11,2.4931e-25
778,2.5609e-07,2.5609e-07,-1.48427e-11,0.0313178,2.5609e-07,-1.48427e-11,2.27487e-25
779,2.55778e-07,2.55778e-07,-1.4783e-11,0.0313178,2.55778e-07,-1.4783e-11,-8.11029e-26
780,2.55466e-07,2.55466e-07,-1.47094e-11,0.0313178,2.55466e-07,-1.47094e-11,-1.10689e-25
781,2.55156e-07,2.55156e-07,-1.47241e-11,0.0313178,2.55156e-07,-1.47241e-11,1.62735e-25
782,2.54845e-07,2.54845e-07,-1.47879e-11,0.0313178,2.54845e-07,-1.47879e-11,-6.94183e-27
783,2.54536e-07,2.54536e-07,-1.47114e-11,0.0313178,2.54536e-07,-1.47114e-11,8.71527e-26
784,2.54227e-07,2.54227e-07,-1.46142e-11,0.0313178,2.54227e-07,-1.46142e-11,-1.01357e-25
785,2.53919e-07,2.53919e-07,-1.45949e-11,0.0313178,2.53919e-07,-1.45949e-11,-3.21569e-26
786,2.53612e-07,2.53612e-07,-1.45634e-11,0.0313178,2.53612e-07,-1.45634e-11,1.66997e-25
787,2.53305e-07,2.53305e-07,-1.45338e-11,0.0313178,2.53305e-07,-1.45338e-11,-8.11794e-27
788,2.52999e-07,2.52999e-07,-1.44835e-11,0.0313178,2.52999e-07,-1.44835e-11,-4.50235e-26
789,2.52694e-07,2.52694e-07,-1.44829e-11,0.0313178,2.52694e-07,-1.44829e-11,-1.69671e-25
790,2.52389e-07,2.52389e-07,-1.45229e-11,0.0313178,2.52389e-07,-1.45229e-11,-1.51967e-25
791,2.52085e-07,2.52085e-07,-1.44776e-11,0.0313178,2.52085e-07,-1.44776e-11,-1.03404e-25
792,2.51782e-07,2.51782e-07,-1.46011e-11,0.0313178,2.51782e-07,-1.46011e-11,2.27783e-25
793,2.51479e-07,2.51479e-07,-1.45298e-11,0.0313178,2.51479e-07,-1.45298e-11,-8.19679e-26
794,2.51177e-07,2.51177e-07,-1.43848e-11,0.0313178,2.51177e-07,-1.43848e-11,-1.98607e-25
795,2.50877e-07,2.50877e-07,-1.42844e-11,0.0313178,2.50877e-07,-1.42844e-11,6.12437e-26
796,2.50577e-07,2.50577e-07,-1.39253e-11,0.0313178,2.50577e-07,-1.39253e-11,3.18666e-26
797,2.50278e-07,2.50278e-07,-1.36873e-11,0.0313178,2.50278e-07,-1.36873e-11,1.65872e-27
798,2.49979e-07,2.49979e-07,-1.36172e-11,0.0313178,2.49979e-07,-1.36172e-11,2.0831e-25
799,2.49681e-07,2.49681e-07,-1.37023e-11,0.0313178,2.49681e-07,-1.37023e-11,2.38368e-26
800,2.49383e-07,2.49383e-07,-1.38347e-11,0.0313178,2.49383e-07,-1.38347e-11,5.66973e-26
801,2.49086e-07,2.49086e-07,-1.39797e-11,0.0313178,2.49086e-07,-1.39797e-11,-9.73381e-26
802,2.4879e-07,2.4879e-07,-1.41163e-11,0.0313178,2.4879e-07,-1.41163e-11,2.39526e-26
803,2.48494e-07,2.48494e-07,-1.42506e-11,0.0313178,2.48494e-07,-1.42506e-11,-9.27012e-26
804,2.48199e-07,2.48199e-07,-1.43606e-11,0.0313178,2.48199e-07,-1.43606e-11,-9.7208e-26
805,2.47904e-07,2.47904e-07,-1.44149e-11,0.0313178,2.47904e-07,-1.44149e-11,-4.02553e-26
806,2.47611e-07,2.47611e-07,-1.44544e-11,0.0313178,2.47611e-07,-1.44544e-11,8.4236e-26
807,2.47318e-07,2.47318e-07,-1.45511e-11,0.0313178,2.47318e-07,-1.45511e-11,1.60059e-25
808,2.47025e-07,2.47025e-07,-1.46127e-11,0.0313178,2.47025e-07,-1.46127e-11,-7.28589e-26
809,2.46734e-07,2.46734e-07,-1.46771e-11,0.0313178,2.46734e-07,-1.46771e-11,-1.3432e-25
810,2.46443e-07,2.46443e-07,-1.47912e-11,0.0313178,2.46443e-07,-1.47912e-11,-2.88416e-25
811,2.46152e-07,2.46152e-07,-1.50583e-11,0.0313178,2.46152e-07,-1.50583e-11,4.41926e-26
812,2.45862e-07,2.45862e-07,-1.51061e-11,0.0313178,2.45862e-07,-1.51061e-11,8.93843e-26
813,2.45573e-07,2.45573e-07,-1.49682e-11,0.0313178,2.45573e-07,-1.49682e-11,7.8606e-27
814,2.45284e-07,2.45284e-07,-1.47145e-11,0.0313178,2.45284e-07,-1.47145e-11,2.3825e-25
815,2.44997e-07,2.44997e-07,-1.46e-11,0.0313178,2.44997e-07,-1.46e-11,3.7026e-25
816,2.4471e-07,2.4471e-07,-1.4545e-11,0.0313178,2.4471e-07,-1.4545e-11,9.01434e-26
